timestamp,equipment_id,field_id,crop_type,operational_state,engine_rpm,engine_load_pct,fuel_consumption_lh,engine_hours,hydraulic_pressure_bar,vibration_ms2,gps_speed_kmh,battery_voltage_v,ambient_temp_c,humidity_pct,soil_moisture_pct,soil_ph,nitrogen_ppm,rainfall_mm,alarm_flag
2024-01-01 20:00:00,TRACTOR_01,FIELD_A,Wheat,ACTIVE,1920.6,77.7,14.29,1270.0,185.2,5.09,7.8,12.61,-5.2,87.6,41.9,6.7,180.0,0.23,0
2024-01-01 21:00:00,TRACTOR_02,FIELD_B,Maize,IDLE,761.6,23.6,4.77,1271.0,20.3,0.72,0.1,12.7,2.0,74.6,44.0,6.3,136.0,0.19,0
2024-01-01 22:00:00,IRRIGATOR_01,FIELD_C,Barley,MAINTENANCE,950.8,23.9,4.6,1272.0,23.4,0.45,0.2,13.17,-2.3,86.0,46.8,5.91,173.6,0.33,0
2024-01-01 23:00:00,HARVESTER_01,FIELD_D,Potato,ACTIVE,2204.8,82.9,15.02,1273.0,193.3,3.63,7.2,12.55,3.7,72.9,39.7,6.05,186.6,0.32,0
2024-01-02 00:00:00,TRACTOR_01,FIELD_A,Wheat,ACTIVE,2445.9,79.6,12.6,1274.0,181.8,4.53,9.1,12.02,3.3,75.8,47.1,6.63,173.9,0.32,0
2024-01-02 01:00:00,TRACTOR_02,FIELD_B,Maize,IDLE,860.3,17.1,2.59,1275.0,22.8,0.33,0.4,12.67,4.0,82.4,49.4,6.69,241.2,0.2,0
2024-01-02 02:00:00,IRRIGATOR_01,FIELD_C,Barley,IDLE,732.4,9.5,2.05,1276.0,22.4,0.4,0.1,12.44,5.5,75.2,40.3,6.27,203.6,0.03,0
2024-01-02 03:00:00,HARVESTER_01,FIELD_D,Potato,IDLE,600.0,5.6,0.51,1277.0,21.4,0.6,0.4,12.52,3.7,76.2,47.5,6.1,190.4,0.06,0
2024-01-02 04:00:00,TRACTOR_01,FIELD_A,Wheat,IDLE,739.3,15.7,3.08,1278.0,16.7,1.25,0.4,12.38,9.8,75.8,45.9,5.94,180.9,0.52,0
2024-01-02 05:00:00,TRACTOR_02,FIELD_B,Maize,IDLE,874.7,7.5,1.79,1279.0,19.7,1.16,0.1,12.11,6.4,77.2,43.5,5.96,203.1,0.09,0
2024-01-02 06:00:00,IRRIGATOR_01,FIELD_C,Barley,ACTIVE,2183.0,66.6,11.93,1280.0,194.2,3.68,6.8,12.8,9.3,82.5,44.3,6.35,172.9,0.16,0
2024-01-02 07:00:00,HARVESTER_01,FIELD_D,Potato,MAINTENANCE,786.3,11.6,1.21,1281.0,12.3,0.65,0.3,13.05,6.0,73.9,41.3,5.87,132.7,0.33,0
2024-01-02 08:00:00,TRACTOR_01,FIELD_A,Wheat,ACTIVE,2289.9,68.3,11.93,1282.0,178.2,5.47,10.8,12.75,3.7,83.1,47.7,6.56,142.6,0.24,0
2024-01-02 09:00:00,TRACTOR_02,FIELD_B,Maize,ACTIVE,2092.7,66.7,12.35,1283.0,156.0,4.4,11.3,12.36,9.8,72.3,48.9,6.7,187.7,1.35,0
2024-01-02 10:00:00,IRRIGATOR_01,FIELD_C,Barley,ACTIVE,2305.8,84.6,15.86,1284.0,166.7,5.87,13.2,12.58,3.6,80.8,45.9,5.95,218.9,0.3,0
2024-01-02 11:00:00,HARVESTER_01,FIELD_D,Potato,IDLE,779.2,12.3,1.17,1285.0,19.7,0.92,0.2,13.38,4.5,84.4,44.2,6.09,166.8,0.03,0
2024-01-02 12:00:00,TRACTOR_01,FIELD_A,Wheat,IDLE,757.0,5.0,0.94,1286.0,21.6,0.53,0.3,12.81,-3.8,81.6,45.7,6.46,207.7,0.53,0
2024-01-02 13:00:00,TRACTOR_02,FIELD_B,Maize,ACTIVE,2076.4,73.9,12.57,1287.0,166.7,2.52,6.0,12.62,0.8,86.5,48.1,6.18,193.8,0.21,0
2024-01-02 14:00:00,IRRIGATOR_01,FIELD_C,Barley,ACTIVE,2211.7,84.7,15.29,1288.0,167.8,3.93,7.6,12.24,1.0,73.3,46.3,6.58,215.7,0.56,0
2024-01-02 15:00:00,HARVESTER_01,FIELD_D,Potato,ACTIVE,2169.6,79.1,14.16,1289.0,199.8,3.66,5.0,12.64,-1.0,78.6,47.7,6.89,146.0,0.91,0
2024-01-02 16:00:00,TRACTOR_01,FIELD_A,Wheat,ACTIVE,2178.8,88.2,17.06,1290.0,192.6,4.38,7.1,12.48,-2.3,88.2,49.4,6.42,145.0,0.23,0
2024-01-02 17:00:00,TRACTOR_02,FIELD_B,Maize,ACTIVE,2173.8,75.5,13.32,1291.0,179.5,5.08,8.2,12.83,-3.0,86.8,45.4,5.82,234.1,0.01,0
2024-01-02 18:00:00,IRRIGATOR_01,FIELD_C,Barley,ACTIVE,2203.4,70.0,13.12,1292.0,155.3,7.06,4.7,12.58,-1.0,91.4,43.6,6.57,127.3,0.1,0
2024-01-02 19:00:00,HARVESTER_01,FIELD_D,Potato,ACTIVE,2281.0,80.6,15.01,1293.0,152.1,4.6,8.3,12.99,-5.2,90.3,50.4,6.36,191.6,0.01,0
2024-01-02 20:00:00,TRACTOR_01,FIELD_A,Wheat,ACTIVE,2222.4,58.3,10.4,1294.0,170.4,5.35,10.2,13.02,-2.5,87.6,42.1,6.71,228.2,0.2,0
2024-01-02 21:00:00,TRACTOR_02,FIELD_B,Maize,ACTIVE,2157.3,54.9,9.94,1295.0,174.7,3.68,8.7,12.08,1.6,78.8,48.2,7.43,192.9,0.54,0
2024-01-02 22:00:00,IRRIGATOR_01,FIELD_C,Barley,IDLE,667.9,17.3,3.11,1296.0,28.7,0.97,0.3,12.74,-3.2,82.5,43.1,6.12,223.5,0.18,0
2024-01-02 23:00:00,HARVESTER_01,FIELD_D,Potato,IDLE,877.6,20.3,3.28,1297.0,16.4,0.62,0.2,13.05,0.8,73.2,40.7,6.21,220.9,0.49,0
2024-01-03 00:00:00,TRACTOR_01,FIELD_A,Wheat,IDLE,777.9,17.5,2.73,1298.0,20.2,1.05,0.0,12.92,0.1,89.2,47.6,6.61,205.2,0.21,0
2024-01-03 01:00:00,TRACTOR_02,FIELD_B,Maize,IDLE,861.7,14.4,2.39,1299.0,22.6,1.16,0.2,11.92,4.2,79.7,44.8,6.85,191.3,0.17,0
2024-01-03 02:00:00,IRRIGATOR_01,FIELD_C,Barley,IDLE,828.7,13.3,1.82,1300.0,18.4,0.67,0.2,13.17,4.9,81.7,41.5,7.32,145.8,0.11,0
2024-01-03 03:00:00,HARVESTER_01,FIELD_D,Potato,IDLE,854.9,17.3,2.86,1301.0,22.9,0.81,0.3,12.17,3.9,68.6,42.5,6.33,136.3,0.84,0
2024-01-03 04:00:00,TRACTOR_01,FIELD_A,Wheat,ACTIVE,2470.7,71.7,12.81,1302.0,175.1,4.72,7.9,12.06,6.7,67.6,44.4,6.15,173.4,0.35,0
2024-01-03 05:00:00,TRACTOR_02,FIELD_B,Maize,IDLE,713.3,15.2,2.82,1303.0,23.7,0.74,0.3,12.09,7.3,87.8,42.3,6.18,123.7,0.54,0
2024-01-03 06:00:00,IRRIGATOR_01,FIELD_C,Barley,ACTIVE,2148.2,75.5,13.81,1304.0,188.4,4.16,8.6,12.77,6.1,98.4,45.8,6.32,198.2,0.3,0
2024-01-03 07:00:00,HARVESTER_01,FIELD_D,Potato,ACTIVE,2057.5,63.4,11.31,1305.0,187.4,4.24,8.6,12.31,6.3,80.7,41.6,6.4,253.4,0.28,0
2024-01-03 08:00:00,TRACTOR_01,FIELD_A,Wheat,ACTIVE,2528.2,68.1,11.87,1306.0,193.7,4.69,8.5,12.37,5.3,87.2,42.1,6.57,181.3,0.15,0
2024-01-03 09:00:00,TRACTOR_02,FIELD_B,Maize,ACTIVE,2124.5,75.3,13.77,1307.0,174.5,5.35,7.1,12.43,1.3,80.0,48.2,6.51,191.3,0.14,0
2024-01-03 10:00:00,IRRIGATOR_01,FIELD_C,Barley,IDLE,801.6,21.7,4.3,1308.0,36.3,1.13,0.4,12.96,6.7,70.0,39.7,5.99,143.4,0.16,0
2024-01-03 11:00:00,HARVESTER_01,FIELD_D,Potato,IDLE,961.0,9.5,1.47,1309.0,14.4,0.81,0.1,12.81,6.0,85.8,38.7,5.89,176.0,0.17,0
2024-01-03 12:00:00,TRACTOR_01,FIELD_A,Wheat,ACTIVE,2214.3,74.9,12.99,1310.0,181.1,4.82,8.6,12.2,-1.2,81.2,43.0,6.46,182.0,0.1,0
2024-01-03 13:00:00,TRACTOR_02,FIELD_B,Maize,ACTIVE,2150.7,80.4,14.25,1311.0,171.0,2.75,7.9,12.37,3.4,80.1,44.4,6.19,172.6,0.02,0
2024-01-03 14:00:00,IRRIGATOR_01,FIELD_C,Barley,ACTIVE,2180.1,82.7,14.8,1312.0,168.8,4.6,7.8,12.12,0.6,93.6,51.0,6.26,192.3,0.18,0
2024-01-03 15:00:00,HARVESTER_01,FIELD_D,Potato,ACTIVE,1800.0,77.3,14.49,1313.0,187.1,4.98,7.4,12.38,-3.4,83.0,47.4,6.85,159.8,0.21,0
2024-01-03 16:00:00,TRACTOR_01,FIELD_A,Wheat,ACTIVE,2208.6,80.2,14.78,1314.0,168.7,4.44,8.2,12.73,-2.4,76.5,43.4,6.76,183.7,0.01,0
2024-01-03 17:00:00,TRACTOR_02,FIELD_B,Maize,ACTIVE,2202.7,81.9,14.74,1315.0,200.1,5.15,5.1,12.51,-3.9,76.3,44.1,6.35,194.5,0.02,0
2024-01-03 18:00:00,IRRIGATOR_01,FIELD_C,Barley,ACTIVE,2355.8,72.8,14.05,1316.0,192.2,3.18,8.1,12.25,-0.9,84.2,47.9,6.91,222.2,0.44,0
2024-01-03 19:00:00,HARVESTER_01,FIELD_D,Potato,ACTIVE,2396.4,50.8,9.13,1317.0,197.2,6.77,7.6,12.86,-4.4,87.7,44.0,6.93,182.7,0.81,0
2024-01-03 20:00:00,TRACTOR_01,FIELD_A,Wheat,IDLE,959.6,11.4,2.76,1318.0,20.9,0.63,0.3,12.61,2.2,77.2,38.6,7.05,161.8,0.03,0
2024-01-03 21:00:00,TRACTOR_02,FIELD_B,Maize,IDLE,781.3,17.0,3.67,1319.0,23.9,0.35,0.4,12.31,1.1,82.0,45.7,7.12,175.5,0.17,0
2024-01-03 22:00:00,IRRIGATOR_01,FIELD_C,Barley,IDLE,904.3,10.3,2.43,1320.0,20.2,0.96,0.2,13.05,-2.7,81.4,48.9,6.42,194.0,0.06,0
2024-01-03 23:00:00,HARVESTER_01,FIELD_D,Potato,IDLE,716.0,15.1,2.88,1321.0,14.7,0.85,0.1,12.7,4.3,79.5,46.7,6.94,152.1,0.22,0
2024-01-04 00:00:00,TRACTOR_01,FIELD_A,Wheat,ACTIVE,2114.1,95.0,17.16,1322.0,205.0,5.59,8.5,12.58,3.8,89.1,44.7,6.38,157.9,0.05,0
2024-01-04 01:00:00,TRACTOR_02,FIELD_B,Maize,IDLE,600.0,19.4,3.49,1323.0,13.3,0.4,0.2,12.73,3.3,84.2,51.8,6.99,183.8,1.52,0
2024-01-04 02:00:00,IRRIGATOR_01,FIELD_C,Barley,IDLE,705.0,11.6,2.51,1324.0,22.6,0.63,0.4,12.16,6.2,75.3,42.0,6.41,118.3,0.0,0
2024-01-04 03:00:00,HARVESTER_01,FIELD_D,Potato,IDLE,799.4,30.0,5.01,1325.0,32.6,0.7,0.5,12.15,7.7,87.1,42.3,6.51,175.8,0.51,0
2024-01-04 04:00:00,TRACTOR_01,FIELD_A,Wheat,IDLE,763.7,8.1,1.33,1326.0,17.0,1.03,0.2,12.37,5.2,79.1,44.1,6.1,166.3,0.46,0
2024-01-04 05:00:00,TRACTOR_02,FIELD_B,Maize,IDLE,669.9,16.2,3.75,1327.0,15.4,0.37,0.2,12.86,8.8,77.9,42.9,6.09,197.5,0.18,0
2024-01-04 06:00:00,IRRIGATOR_01,FIELD_C,Barley,ACTIVE,2087.7,74.8,13.78,1328.0,155.5,4.09,9.1,12.41,6.5,83.9,54.3,6.66,153.2,0.06,0
2024-01-04 07:00:00,HARVESTER_01,FIELD_D,Potato,ACTIVE,2357.2,62.7,11.76,1329.0,143.1,5.2,7.7,12.48,8.8,71.3,44.2,6.89,166.5,1.1,0
2024-01-04 08:00:00,TRACTOR_01,FIELD_A,Wheat,ACTIVE,2102.2,75.2,12.93,1330.0,162.4,5.46,8.4,13.2,6.4,77.6,43.4,6.09,178.6,0.13,0
2024-01-04 09:00:00,TRACTOR_02,FIELD_B,Maize,ACTIVE,2233.8,65.9,11.65,1331.0,202.2,5.44,6.4,12.11,3.9,84.4,49.2,7.03,158.3,0.19,0
2024-01-04 10:00:00,IRRIGATOR_01,FIELD_C,Barley,ACTIVE,2232.5,82.5,15.02,1332.0,177.2,4.3,10.6,12.87,6.1,78.2,44.5,6.99,149.7,0.1,0
2024-01-04 11:00:00,HARVESTER_01,FIELD_D,Potato,IDLE,765.7,24.4,4.37,1333.0,5.5,0.42,0.1,12.25,2.9,83.8,39.7,6.66,159.7,0.31,0
2024-01-04 12:00:00,TRACTOR_01,FIELD_A,Wheat,IDLE,935.9,11.8,1.51,1334.0,14.2,0.81,0.4,12.88,2.7,78.8,49.3,6.88,115.6,0.09,0
2024-01-04 13:00:00,TRACTOR_02,FIELD_B,Maize,IDLE,701.1,14.3,2.95,1335.0,20.8,1.12,0.4,12.37,1.9,84.5,47.4,6.29,149.5,0.73,0
2024-01-04 14:00:00,IRRIGATOR_01,FIELD_C,Barley,ACTIVE,2332.0,75.8,14.18,1336.0,171.3,4.97,7.1,12.56,2.8,74.7,36.3,5.93,197.5,0.31,0
2024-01-04 15:00:00,HARVESTER_01,FIELD_D,Potato,ACTIVE,2459.7,67.3,11.97,1337.0,186.3,4.44,9.1,12.33,-2.1,89.5,48.5,6.29,133.1,1.31,0
2024-01-04 16:00:00,TRACTOR_01,FIELD_A,Wheat,IDLE,764.4,8.0,1.84,1338.0,23.3,0.87,0.5,12.18,-3.7,91.1,44.9,6.98,146.7,0.2,0
2024-01-04 17:00:00,TRACTOR_02,FIELD_B,Maize,ACTIVE,1924.7,78.3,15.11,1339.0,184.4,2.87,6.5,12.26,0.8,87.9,44.2,7.01,170.8,0.33,0
2024-01-04 18:00:00,IRRIGATOR_01,FIELD_C,Barley,IDLE,820.7,11.6,2.85,1340.0,16.7,1.32,0.0,12.55,-2.7,84.9,47.6,6.03,200.4,0.54,0
2024-01-04 19:00:00,HARVESTER_01,FIELD_D,Potato,ACTIVE,2150.3,79.1,14.12,1341.0,150.7,4.29,5.2,12.44,-3.6,86.6,51.6,6.02,141.1,1.01,0
2024-01-04 20:00:00,TRACTOR_01,FIELD_A,Wheat,ACTIVE,2180.3,69.9,12.03,1342.0,182.4,5.61,7.9,12.24,-1.3,85.0,50.3,6.14,159.4,0.31,0
2024-01-04 21:00:00,TRACTOR_02,FIELD_B,Maize,IDLE,665.9,16.5,3.09,1343.0,11.9,0.74,0.5,12.72,-1.9,80.1,50.0,5.72,220.0,0.12,0
2024-01-04 22:00:00,IRRIGATOR_01,FIELD_C,Barley,IDLE,843.7,15.1,3.89,1344.0,20.9,0.42,0.5,12.02,-0.7,90.3,51.4,6.26,184.1,0.45,0
2024-01-04 23:00:00,HARVESTER_01,FIELD_D,Potato,IDLE,600.0,15.1,3.39,1345.0,19.3,1.31,0.5,12.64,6.2,68.8,42.8,6.69,199.3,0.28,0
2024-01-05 00:00:00,TRACTOR_01,FIELD_A,Wheat,IDLE,782.3,11.2,2.01,1346.0,29.9,0.94,0.2,12.44,0.4,77.1,38.6,5.5,147.2,0.02,0
2024-01-05 01:00:00,TRACTOR_02,FIELD_B,Maize,IDLE,945.4,17.2,3.88,1347.0,26.1,1.1,0.1,12.76,0.8,86.9,38.3,6.47,159.9,0.39,0
2024-01-05 02:00:00,IRRIGATOR_01,FIELD_C,Barley,IDLE,658.2,11.7,2.69,1348.0,22.4,0.58,0.3,13.02,7.3,71.9,44.6,7.07,209.8,0.05,0
2024-01-05 03:00:00,HARVESTER_01,FIELD_D,Potato,MAINTENANCE,640.1,15.4,1.82,1349.0,17.0,0.94,0.0,12.42,5.2,82.5,43.5,6.86,189.8,0.27,0
2024-01-05 04:00:00,TRACTOR_01,FIELD_A,Wheat,MAINTENANCE,822.1,14.3,3.1,1350.0,12.7,0.76,0.2,12.49,7.4,85.6,48.3,6.66,196.9,0.58,0
2024-01-05 05:00:00,TRACTOR_02,FIELD_B,Maize,IDLE,938.7,6.6,1.25,1351.0,30.2,0.25,0.3,12.76,8.5,76.1,43.1,6.54,200.2,0.05,0
2024-01-05 06:00:00,IRRIGATOR_01,FIELD_C,Barley,ACTIVE,2030.6,69.5,12.08,1352.0,189.7,5.12,11.1,12.61,3.9,72.8,38.6,6.95,204.9,0.13,0
2024-01-05 07:00:00,HARVESTER_01,FIELD_D,Potato,MAINTENANCE,609.5,17.9,3.27,1353.0,21.8,0.89,0.2,12.82,9.5,68.4,39.6,6.7,167.8,0.08,0
2024-01-05 08:00:00,TRACTOR_01,FIELD_A,Wheat,ACTIVE,2295.3,72.3,13.22,1354.0,183.0,4.15,5.5,12.35,5.6,78.2,44.7,6.39,146.7,0.21,0
2024-01-05 09:00:00,TRACTOR_02,FIELD_B,Maize,ACTIVE,2302.7,77.3,13.52,1355.0,184.6,5.03,11.7,12.76,9.7,72.0,37.8,6.87,158.4,0.01,0
2024-01-05 10:00:00,IRRIGATOR_01,FIELD_C,Barley,ACTIVE,2144.8,73.0,13.08,1356.0,175.9,5.84,8.8,12.64,3.3,76.4,49.4,5.95,166.8,0.41,0
2024-01-05 11:00:00,HARVESTER_01,FIELD_D,Potato,ACTIVE,2244.0,66.8,11.86,1357.0,188.7,3.88,6.8,12.7,6.8,83.3,41.0,6.82,111.7,0.02,0
2024-01-05 12:00:00,TRACTOR_01,FIELD_A,Wheat,IDLE,819.6,16.7,3.4,1358.0,21.9,0.62,0.2,12.46,5.9,75.2,42.9,6.72,193.7,0.4,0
2024-01-05 13:00:00,TRACTOR_02,FIELD_B,Maize,MAINTENANCE,751.0,11.5,1.92,1359.0,24.9,0.98,0.3,12.49,0.1,82.3,40.4,6.58,205.7,0.1,0
2024-01-05 14:00:00,IRRIGATOR_01,FIELD_C,Barley,ACTIVE,2290.7,76.4,12.9,1360.0,190.5,4.54,3.9,12.3,-0.5,82.1,52.7,6.54,182.7,0.45,0
2024-01-05 15:00:00,HARVESTER_01,FIELD_D,Potato,ACTIVE,1809.1,80.3,14.23,1361.0,187.2,4.73,8.7,12.76,-1.8,85.8,45.3,7.17,159.4,0.06,0
2024-01-05 16:00:00,TRACTOR_01,FIELD_A,Wheat,ACTIVE,2163.9,76.0,13.21,1362.0,193.6,5.29,9.8,12.61,1.1,84.1,47.1,6.93,182.3,0.55,0
2024-01-05 17:00:00,TRACTOR_02,FIELD_B,Maize,ACTIVE,2277.7,81.8,14.08,1363.0,188.1,5.03,10.7,12.61,-2.1,88.6,45.7,7.05,128.3,0.73,0
2024-01-05 18:00:00,IRRIGATOR_01,FIELD_C,Barley,IDLE,785.0,18.2,3.87,1364.0,22.5,0.19,0.2,12.32,-1.5,74.6,44.5,6.7,125.6,0.04,0
2024-01-05 19:00:00,HARVESTER_01,FIELD_D,Potato,ACTIVE,2205.4,72.8,13.51,1365.0,163.6,5.78,9.1,12.75,-2.7,80.5,47.2,6.96,230.3,0.05,0
2024-01-05 20:00:00,TRACTOR_01,FIELD_A,Wheat,ACTIVE,2312.6,77.1,13.39,1366.0,195.0,3.89,8.2,12.24,-1.0,89.6,49.7,6.68,118.1,1.01,0
2024-01-05 21:00:00,TRACTOR_02,FIELD_B,Maize,ACTIVE,2212.1,84.9,14.65,1367.0,163.7,5.4,9.5,12.78,-0.1,80.4,47.4,6.44,203.9,0.22,0
2024-01-05 22:00:00,IRRIGATOR_01,FIELD_C,Barley,IDLE,735.0,19.1,3.39,1368.0,28.4,0.83,0.4,12.11,-1.3,82.6,48.6,6.82,220.8,0.03,0
2024-01-05 23:00:00,HARVESTER_01,FIELD_D,Potato,IDLE,972.5,5.0,0.24,1369.0,23.6,0.95,0.1,13.17,4.6,84.2,46.0,6.39,178.4,0.25,0
2024-01-06 00:00:00,TRACTOR_01,FIELD_A,Wheat,IDLE,725.4,16.5,2.85,1370.0,22.2,0.89,0.3,13.44,2.0,81.2,46.9,6.97,176.9,0.36,0
2024-01-06 01:00:00,TRACTOR_02,FIELD_B,Maize,IDLE,821.4,25.4,4.61,1371.0,29.1,1.5,0.1,12.86,5.8,79.1,40.8,6.02,184.2,0.04,0
2024-01-06 02:00:00,IRRIGATOR_01,FIELD_C,Barley,IDLE,777.1,13.5,2.58,1372.0,27.9,0.88,0.2,12.58,2.4,80.6,44.0,6.4,114.4,0.2,0
2024-01-06 03:00:00,HARVESTER_01,FIELD_D,Potato,IDLE,754.9,5.0,1.07,1373.0,14.8,0.93,0.1,12.36,7.3,75.8,39.6,6.23,160.0,0.39,0
2024-01-06 04:00:00,TRACTOR_01,FIELD_A,Wheat,IDLE,1000.0,10.9,1.57,1374.0,19.1,0.65,0.2,12.33,8.9,71.2,41.7,7.44,221.7,0.6,0
2024-01-06 05:00:00,TRACTOR_02,FIELD_B,Maize,IDLE,756.1,5.9,1.1,1375.0,13.0,0.83,0.3,12.52,7.8,76.9,43.4,6.24,182.5,0.08,0
2024-01-06 06:00:00,IRRIGATOR_01,FIELD_C,Barley,ACTIVE,2222.9,79.2,14.9,1376.0,184.7,5.89,6.6,12.8,9.6,80.9,42.4,6.48,174.2,0.02,0
2024-01-06 07:00:00,HARVESTER_01,FIELD_D,Potato,IDLE,733.6,8.9,0.55,1377.0,21.3,0.87,0.5,12.59,5.9,79.0,45.0,5.68,181.1,0.12,0
2024-01-06 08:00:00,TRACTOR_01,FIELD_A,Wheat,IDLE,804.1,19.7,3.71,1378.0,11.2,0.94,0.2,13.54,7.7,83.2,46.4,7.19,157.9,0.02,0
2024-01-06 09:00:00,TRACTOR_02,FIELD_B,Maize,ACTIVE,2196.1,55.8,9.45,1379.0,140.0,4.5,5.7,12.47,2.9,77.8,40.8,6.18,141.9,0.29,0
2024-01-06 10:00:00,IRRIGATOR_01,FIELD_C,Barley,IDLE,688.1,16.7,3.71,1380.0,17.6,1.18,0.0,12.49,5.2,80.3,39.1,7.1,207.0,0.61,0
2024-01-06 11:00:00,HARVESTER_01,FIELD_D,Potato,MAINTENANCE,757.6,21.1,4.21,1381.0,25.5,1.21,0.3,12.56,2.1,78.4,44.5,6.08,150.8,0.36,0
2024-01-06 12:00:00,TRACTOR_01,FIELD_A,Wheat,ACTIVE,2003.5,71.9,13.33,1382.0,194.3,3.15,5.8,12.68,2.3,78.1,49.4,6.11,245.8,0.31,0
2024-01-06 13:00:00,TRACTOR_02,FIELD_B,Maize,ACTIVE,2115.7,50.0,8.57,1383.0,195.8,3.85,6.7,12.38,3.9,87.5,48.8,6.83,169.9,0.36,0
2024-01-06 14:00:00,IRRIGATOR_01,FIELD_C,Barley,ACTIVE,2144.1,67.1,12.21,1384.0,156.6,5.54,5.2,12.86,3.4,76.1,45.4,5.88,189.9,0.38,0
2024-01-06 15:00:00,HARVESTER_01,FIELD_D,Potato,IDLE,805.9,17.9,3.41,1385.0,24.1,0.98,0.4,12.1,-3.7,81.4,47.7,6.67,229.1,0.69,0
2024-01-06 16:00:00,TRACTOR_01,FIELD_A,Wheat,MAINTENANCE,763.9,17.9,2.04,1386.0,18.0,1.09,0.1,13.01,0.6,83.0,46.4,6.2,193.1,0.29,0
