timestamp,equipment_id,field_id,operational_state,engine_rpm,engine_load_pct,hydraulic_pressure_bar,vibration_ms2,ambient_temp_c
2024-07-29 05:00:00,TRACTOR_02,FIELD_B,FAULT,0.0,0.0,18.6,0.77,26.6
2024-07-29 09:00:00,TRACTOR_02,FIELD_B,FAULT,0.0,0.0,21.0,1.36,25.3
2024-07-30 10:00:00,IRRIGATOR_01,FIELD_C,FAULT,0.0,0.0,13.2,0.41,22.9
2024-07-31 06:00:00,IRRIGATOR_01,FIELD_C,FAULT,0.0,0.0,16.6,0.91,29.0
2024-08-03 00:00:00,TRACTOR_01,FIELD_A,FAULT,0.0,0.0,13.9,0.53,20.2
2024-08-08 02:00:00,IRRIGATOR_01,FIELD_C,FAULT,0.0,0.0,17.1,1.01,19.4
2024-08-08 16:00:00,TRACTOR_01,FIELD_A,FAULT,0.0,0.0,23.0,1.26,12.7
2024-08-09 02:00:00,IRRIGATOR_01,FIELD_C,FAULT,0.0,0.0,29.8,0.23,20.4
2024-08-11 19:00:00,HARVESTER_01,FIELD_D,FAULT,0.0,0.0,24.5,1.07,14.4
2024-08-16 07:00:00,HARVESTER_01,FIELD_D,FAULT,0.0,0.0,21.7,0.56,20.6
2024-08-17 19:00:00,HARVESTER_01,FIELD_D,FAULT,0.0,0.0,16.0,0.75,13.0
2024-08-20 08:00:00,TRACTOR_01,FIELD_A,FAULT,0.0,0.0,22.2,0.52,19.1
2024-08-26 00:00:00,TRACTOR_01,FIELD_A,FAULT,0.0,0.0,15.0,1.01,16.3
2024-08-26 05:00:00,TRACTOR_02,FIELD_B,FAULT,0.0,0.0,10.3,0.61,21.3
2024-08-28 20:00:00,TRACTOR_01,FIELD_A,FAULT,0.0,0.0,16.7,0.65,8.6
2024-08-28 21:00:00,TRACTOR_02,FIELD_B,FAULT,0.0,0.0,24.9,0.86,10.5
2024-08-31 18:00:00,IRRIGATOR_01,FIELD_C,FAULT,0.0,0.0,14.9,1.05,9.0
2024-09-04 02:00:00,IRRIGATOR_01,FIELD_C,FAULT,0.0,0.0,20.2,0.75,14.3
2024-09-05 21:00:00,TRACTOR_02,FIELD_B,FAULT,0.0,0.0,14.5,0.73,7.1
2024-09-08 10:00:00,IRRIGATOR_01,FIELD_C,FAULT,0.0,0.0,18.5,0.72,19.6
2024-09-08 19:00:00,HARVESTER_01,FIELD_D,FAULT,0.0,0.0,19.8,1.1,12.2
2024-09-14 02:00:00,IRRIGATOR_01,FIELD_C,FAULT,0.0,0.0,23.5,0.29,16.2
2024-09-14 07:00:00,HARVESTER_01,FIELD_D,FAULT,0.0,0.0,20.0,0.91,18.6
2024-09-15 07:00:00,HARVESTER_01,FIELD_D,FAULT,0.0,0.0,11.3,0.75,16.6
2024-09-19 05:00:00,TRACTOR_02,FIELD_B,FAULT,0.0,0.0,23.0,0.88,17.7
2024-09-26 16:00:00,TRACTOR_01,FIELD_A,FAULT,0.0,0.0,23.9,0.83,1.6
2024-09-27 09:00:00,TRACTOR_02,FIELD_B,FAULT,0.0,0.0,11.4,0.87,14.3
2024-09-28 21:00:00,TRACTOR_02,FIELD_B,FAULT,0.0,0.0,24.2,0.69,8.5
2024-09-29 03:00:00,HARVESTER_01,FIELD_D,FAULT,0.0,0.0,29.3,1.08,11.8
2024-10-01 18:00:00,IRRIGATOR_01,FIELD_C,FAULT,0.0,0.0,14.8,0.48,3.4
2024-10-02 14:00:00,IRRIGATOR_01,FIELD_C,FAULT,0.0,0.0,22.9,0.29,2.9
2024-10-04 03:00:00,HARVESTER_01,FIELD_D,FAULT,0.0,0.0,18.9,1.19,10.6
2024-10-11 22:00:00,IRRIGATOR_01,FIELD_C,FAULT,0.0,0.0,21.0,1.31,2.0
2024-10-12 01:00:00,TRACTOR_02,FIELD_B,FAULT,0.0,0.0,19.0,0.36,7.1
2024-10-12 10:00:00,IRRIGATOR_01,FIELD_C,FAULT,0.0,0.0,25.0,0.51,8.1
2024-10-14 20:00:00,TRACTOR_01,FIELD_A,FAULT,0.0,0.0,23.0,0.75,3.8
2024-10-19 12:00:00,TRACTOR_01,FIELD_A,FAULT,0.0,0.0,22.9,0.68,9.8
2024-10-21 21:00:00,TRACTOR_02,FIELD_B,FAULT,0.0,0.0,22.4,1.13,1.9
2024-10-23 21:00:00,TRACTOR_02,FIELD_B,FAULT,0.0,0.0,20.3,0.48,5.2
2024-10-25 00:00:00,TRACTOR_01,FIELD_A,FAULT,0.0,0.0,20.6,0.64,7.8
2024-10-27 03:00:00,HARVESTER_01,FIELD_D,FAULT,0.0,0.0,31.1,0.81,10.5
2024-10-28 05:00:00,TRACTOR_02,FIELD_B,FAULT,0.0,0.0,19.9,0.4,9.2
2024-10-28 21:00:00,TRACTOR_02,FIELD_B,FAULT,0.0,0.0,21.3,1.18,2.3
2024-10-30 23:00:00,HARVESTER_01,FIELD_D,FAULT,0.0,0.0,25.1,0.23,4.1
2024-11-04 06:00:00,IRRIGATOR_01,FIELD_C,FAULT,0.0,0.0,15.0,0.81,11.8
2024-11-05 10:00:00,IRRIGATOR_01,FIELD_C,FAULT,0.0,0.0,19.6,0.31,7.4
2024-11-08 03:00:00,HARVESTER_01,FIELD_D,FAULT,0.0,0.0,28.6,0.37,9.6
2024-11-11 15:00:00,HARVESTER_01,FIELD_D,FAULT,0.0,0.0,16.0,0.54,-0.2
2024-11-12 03:00:00,HARVESTER_01,FIELD_D,FAULT,0.0,0.0,14.3,1.07,7.1
2024-11-12 16:00:00,TRACTOR_01,FIELD_A,FAULT,0.0,0.0,15.6,0.65,1.6
2024-11-12 17:00:00,TRACTOR_02,FIELD_B,FAULT,0.0,0.0,17.2,0.44,0.1
2024-11-12 21:00:00,TRACTOR_02,FIELD_B,FAULT,0.0,0.0,30.6,0.91,3.0
2024-11-15 05:00:00,TRACTOR_02,FIELD_B,FAULT,0.0,0.0,25.8,0.63,7.0
2024-11-15 14:00:00,IRRIGATOR_01,FIELD_C,FAULT,0.0,0.0,20.9,0.74,1.0
2024-11-16 00:00:00,TRACTOR_01,FIELD_A,FAULT,0.0,0.0,25.5,0.68,1.7
2024-11-22 00:00:00,TRACTOR_01,FIELD_A,FAULT,0.0,0.0,15.7,0.68,1.8
2024-11-25 14:00:00,IRRIGATOR_01,FIELD_C,FAULT,0.0,0.0,21.5,0.38,0.1
2024-11-25 19:00:00,HARVESTER_01,FIELD_D,FAULT,0.0,0.0,24.9,0.77,-0.8
2024-12-02 05:00:00,TRACTOR_02,FIELD_B,FAULT,0.0,0.0,19.7,0.98,3.8
2024-12-02 10:00:00,IRRIGATOR_01,FIELD_C,FAULT,0.0,0.0,28.3,0.57,6.1
2024-12-02 15:00:00,HARVESTER_01,FIELD_D,FAULT,0.0,0.0,25.9,0.31,1.6
2024-12-03 05:00:00,TRACTOR_02,FIELD_B,FAULT,0.0,0.0,20.8,0.74,7.5
2024-12-07 17:00:00,TRACTOR_02,FIELD_B,FAULT,0.0,0.0,22.1,1.21,1.1
2024-12-09 10:00:00,IRRIGATOR_01,FIELD_C,FAULT,0.0,0.0,20.9,0.44,3.9
2024-12-14 13:00:00,TRACTOR_02,FIELD_B,FAULT,0.0,0.0,16.1,1.07,-2.5
2024-12-15 22:00:00,IRRIGATOR_01,FIELD_C,FAULT,0.0,0.0,21.0,0.67,0.8
2024-12-24 11:00:00,HARVESTER_01,FIELD_D,FAULT,0.0,0.0,21.7,0.37,4.1
2024-12-26 01:00:00,TRACTOR_02,FIELD_B,FAULT,0.0,0.0,22.4,0.55,2.6
2024-12-26 22:00:00,IRRIGATOR_01,FIELD_C,FAULT,0.0,0.0,18.3,1.03,-1.2
2024-12-27 08:00:00,TRACTOR_01,FIELD_A,FAULT,0.0,0.0,17.7,0.63,7.2
2024-12-29 14:00:00,IRRIGATOR_01,FIELD_C,FAULT,0.0,0.0,23.6,0.91,-2.8
